,IDfg,Name,Age,ERA,K/9,K/BB,AVG,WHIP,FIP,FB%,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%
32,19853,Michael King,27,2.29,11.65,4.13,0.191,1.0,2.23,0.282,95.9,,,,,0.307,82.4,0.09699999999999999,88.3,,,,,0.9,,,1.62,4.23,,,0.331,0.627,0.451,0.529,0.797,0.68,0.405,0.638,0.14400000000000002
59,19932,Trevor Stephan,26,2.69,11.59,4.56,0.233,1.18,2.19,0.331,96.6,0.248,85.9,,,,,,,0.27699999999999997,88.0,,,0.02,1.48,,,,0.7,,0.359,0.695,0.5,0.528,0.7829999999999999,0.6759999999999999,0.41700000000000004,0.644,0.162
27,20020,John Schreiber,28,2.22,10.25,3.89,0.192,0.98,2.5,0.31,94.0,0.377,82.2,,,,,0.075,88.5,,,,,1.51,0.88,,,-0.86,,,0.32799999999999996,0.6679999999999999,0.46299999999999997,0.584,0.807,0.7120000000000001,0.396,0.556,0.133
114,17780,Jose Alvarado,27,3.18,14.29,3.38,0.201,1.22,1.92,0.243,99.6,0.42700000000000005,93.8,,,0.012,86.5,,,,,,,-0.19,2.36,,1.28,,,,0.373,0.639,0.467,0.469,0.818,0.637,0.35200000000000004,0.607,0.16899999999999998
8,16587,Erik Swanson,28,1.68,11.74,7.0,0.2,0.91,1.85,0.47200000000000003,93.7,0.19899999999999998,85.0,,,,,,,0.253,83.6,,,2.1,-2.07,,,,2.51,,0.36200000000000004,0.747,0.528,0.68,0.7290000000000001,0.71,0.43200000000000005,0.65,0.153
210,19911,Jose Suarez,24,3.96,8.5,3.12,0.242,1.25,3.91,0.37200000000000005,92.5,0.2,81.7,,,0.13,78.1,0.244,82.5,,,,,0.14,0.57,,0.13,-0.78,,,0.361,0.7020000000000001,0.51,0.6409999999999999,0.856,0.77,0.43700000000000006,0.645,0.11699999999999999
182,11804,Hector Neris,33,3.72,10.88,4.65,0.204,1.01,2.35,0.428,94.4,0.066,87.7,,,,,,,0.308,85.1,,,0.87,0.68,,,,1.6,,0.373,0.6579999999999999,0.493,0.555,0.833,0.711,0.42200000000000004,0.593,0.142
19,16122,Jordan Romano,29,2.11,10.27,3.48,0.189,1.02,2.82,0.392,96.9,0.518,87.4,,,,,,,,,,,1.75,1.39,,,,,,0.369,0.715,0.52,0.568,0.818,0.718,0.436,0.69,0.147
255,22182,Hunter Greene,22,4.44,11.75,3.42,0.22,1.21,4.37,0.485,99.0,0.409,88.1,,,,,0.053,90.1,,,,,-0.59,0.53,,,-2.57,,,0.319,0.725,0.48700000000000004,0.551,0.797,0.7020000000000001,0.414,0.644,0.145
66,3548,Liam Hendriks,33,2.81,13.27,5.31,0.203,1.04,2.68,0.465,97.6,0.29,89.0,,,0.10400000000000001,85.8,,,,,,,0.88,0.87,,-1.41,,,,0.349,0.6940000000000001,0.474,0.42700000000000005,0.782,0.615,0.36200000000000004,0.634,0.182
95,11847,Chris Martin,36,3.05,11.89,14.8,0.228,0.98,2.18,0.322,95.2,0.078,84.1,0.317,91.7,,,,,0.092,88.4,,,1.5,-7.93,1.57,,,-1.13,,0.35700000000000004,0.738,0.54,0.654,0.8059999999999999,0.754,0.48,0.778,0.133
145,6984,Luis Garcia,35,3.39,10.03,4.0,0.241,1.21,2.6,0.281,98.7,0.321,82.7,,,,,,,0.13,88.9,,,-0.38,2.33,,,,0.35,,0.33399999999999996,0.664,0.474,0.5379999999999999,0.8270000000000001,0.7090000000000001,0.423,0.598,0.138
156,10078,Caleb Thielbar,35,3.49,12.13,4.44,0.225,1.16,2.42,0.479,92.9,0.248,81.4,,,0.247,73.0,0.011000000000000001,82.6,,,,,0.67,1.46,,-0.23,3.38,,,0.377,0.7340000000000001,0.54,0.632,0.778,0.723,0.457,0.6859999999999999,0.15
39,17130,Raisel Iglesias,32,2.47,11.32,5.57,0.201,0.97,2.47,0.44299999999999995,95.0,0.26,84.2,,,,,0.24,88.7,,,,,1.36,-0.2,,,2.5,,,0.40399999999999997,0.6809999999999999,0.516,0.508,0.8290000000000001,0.679,0.40299999999999997,0.606,0.165
41,17556,Jimmy Herget,28,2.48,8.22,4.2,0.194,0.91,2.82,0.363,90.6,0.344,83.3,,,0.27,74.8,0.071,84.4,,,,,-1.11,3.27,,1.82,2.84,,,0.336,0.6459999999999999,0.46799999999999997,0.581,0.887,0.762,0.428,0.624,0.111
131,14078,Michael Wacha,30,3.32,7.35,3.35,0.231,1.12,4.14,0.386,93.0,,,0.172,88.8,0.07400000000000001,74.8,0.298,84.4,,,,,-0.4,,1.29,-2.17,1.08,,,0.337,0.7390000000000001,0.505,0.715,0.872,0.8109999999999999,0.418,0.608,0.095
267,15454,Nick Pivetta,29,4.56,8.77,2.4,0.252,1.38,4.42,0.419,93.5,0.196,85.8,,,0.271,77.2,0.023,87.0,,,,,0.14,1.11,,-1.7,-9.12,,,0.302,0.7,0.47600000000000003,0.6829999999999999,0.85,0.7909999999999999,0.43700000000000006,0.599,0.1
245,4676,Charlie Morton,38,4.34,10.73,3.25,0.23,1.23,4.26,0.386,94.9,,,0.09300000000000001,88.4,0.38,81.3,0.086,87.2,,,,,-0.64,,-0.93,0.67,-0.17,,,0.32,0.654,0.455,0.556,0.858,0.731,0.40299999999999997,0.5870000000000001,0.122
22,25007,Alex Vesia,26,2.15,13.09,3.29,0.184,1.12,2.12,0.425,94.2,0.324,85.0,,,,,0.045,85.7,,,,,1.7,0.0,,,0.3,,,0.318,0.705,0.48100000000000004,0.617,0.738,0.691,0.42100000000000004,0.604,0.14800000000000002
35,12760,Rafael Montero,31,2.37,9.61,3.17,0.192,1.02,2.64,0.312,96.3,0.122,87.9,,,,,0.193,91.1,,,,,1.19,0.57,,,2.79,,,0.32899999999999996,0.675,0.45899999999999996,0.71,0.784,0.7509999999999999,0.377,0.619,0.114
104,13339,Adrian Sampson,30,3.11,6.3,2.7,0.253,1.23,3.79,0.4,92.2,0.209,83.6,,,,,0.136,85.1,,,,,0.51,-0.76,,,0.88,,,0.33799999999999997,0.715,0.479,0.701,0.89,0.807,0.375,0.5770000000000001,0.09300000000000001
53,19569,David Bednar,27,2.61,12.02,4.31,0.218,1.12,2.44,0.39799999999999996,96.5,,,,,0.295,77.1,,,0.16899999999999998,89.9,,,0.63,,,0.49,,2.72,,0.33899999999999997,0.7240000000000001,0.5,0.5539999999999999,0.784,0.6940000000000001,0.418,0.6,0.153
168,21844,Braxton Garrett,24,3.58,9.2,3.75,0.254,1.25,3.56,0.308,91.2,0.32299999999999995,84.1,,,0.10300000000000001,78.8,0.098,86.0,,,,,0.42,-1.06,,-0.4,0.23,,,0.37,0.632,0.48100000000000004,0.539,0.924,0.754,0.423,0.66,0.11800000000000001
12,21029,Jhoan Duran,24,1.86,11.84,5.56,0.203,0.98,2.52,0.221,100.9,0.032,89.7,,,0.312,87.8,,,0.163,96.5,,,1.07,2.01,,2.21,,0.1,,0.402,0.7340000000000001,0.546,0.48100000000000004,0.804,0.669,0.434,0.635,0.18100000000000002
253,7593,Jordan Lyles,31,4.42,7.24,2.77,0.275,1.39,4.4,0.402,91.5,0.239,80.1,0.026000000000000002,84.9,0.135,79.2,0.10800000000000001,86.4,,,,,-0.62,0.16,1.0,-0.26,-2.95,,,0.319,0.672,0.462,0.667,0.892,0.799,0.40399999999999997,0.614,0.09300000000000001
213,19244,Cole Irvin,28,3.98,6.36,3.56,0.249,1.16,4.21,0.42100000000000004,90.6,0.105,79.3,0.02,87.3,0.10300000000000001,75.8,0.182,83.0,,,,,0.38,-0.63,-1.98,-2.1,1.29,,,0.358,0.715,0.519,0.727,0.8690000000000001,0.815,0.451,0.6679999999999999,0.096
293,15038,German Marquez,27,4.95,7.43,2.38,0.26,1.37,4.71,0.318,95.4,0.2,87.8,,,0.231,86.6,0.027000000000000003,87.7,,,,,-1.12,-1.34,,1.08,-3.21,,,0.318,0.71,0.494,0.601,0.9009999999999999,0.795,0.44799999999999995,0.6509999999999999,0.10099999999999999
111,15890,Luis Severino,28,3.18,9.88,3.73,0.194,1.0,3.7,0.396,96.3,0.19899999999999998,85.0,0.085,90.2,,,0.223,88.8,,,,,1.33,0.99,-0.04,,-0.77,,,0.315,0.728,0.49,0.606,0.8320000000000001,0.748,0.424,0.64,0.12300000000000001
195,20302,David Peterson,26,3.83,10.73,2.63,0.233,1.33,3.64,0.26899999999999996,93.6,0.29100000000000004,84.5,,,0.05,78.5,0.159,85.8,,,,,-0.32,0.3,,-0.75,0.24,,,0.312,0.68,0.444,0.544,0.848,0.7120000000000001,0.36,0.522,0.128
14,16609,Bryan Abreu,25,1.94,13.13,3.38,0.206,1.18,2.12,0.315,97.2,0.365,88.4,,,0.17800000000000002,86.2,0.002,89.5,,,,,-0.1,2.82,,0.53,7.37,,,0.348,0.728,0.49200000000000005,0.441,0.8009999999999999,0.643,0.379,0.565,0.17600000000000002
25,20666,Felix Bautista,27,2.19,12.06,3.83,0.166,0.93,2.91,0.39299999999999996,99.2,0.12300000000000001,85.3,,,,,,,0.264,88.5,,,1.49,-1.61,,,,2.72,,0.34,0.733,0.504,0.5579999999999999,0.7929999999999999,0.701,0.41700000000000004,0.605,0.151
149,20191,Garrett Whitlock,26,3.45,9.42,5.47,0.22,1.02,3.29,0.39,95.3,0.18,83.3,,,,,0.198,84.7,,,,,0.95,-2.01,,,2.11,,,0.33299999999999996,0.715,0.511,0.599,0.802,0.732,0.467,0.659,0.13699999999999998
155,19804,Bryan Baker,27,3.49,9.82,2.92,0.229,1.23,2.74,0.353,96.3,0.264,87.4,,,,,0.174,84.1,,,,,1.2,-0.77,,,2.16,,,0.27,0.701,0.449,0.7170000000000001,0.79,0.764,0.414,0.636,0.106
51,7531,Collin McHugh,35,2.6,9.74,5.36,0.202,0.94,2.71,0.38799999999999996,91.3,0.483,80.3,0.475,89.0,0.034,72.5,,,,,,,-2.03,1.53,1.33,0.09,,,,0.385,0.67,0.496,0.627,0.852,0.746,0.39,0.6509999999999999,0.126
158,15761,Joe Jimenez,27,3.49,12.23,5.92,0.225,1.09,2.0,0.446,95.8,0.308,84.9,,,,,0.054000000000000006,90.7,,,,,0.58,1.62,,,0.08,,,0.37,0.7090000000000001,0.529,0.5920000000000001,0.804,0.726,0.47,0.623,0.145
221,13774,Zach Eflin,28,4.04,7.73,4.33,0.239,1.12,3.56,0.366,92.8,0.04,86.1,0.138,90.0,0.201,78.3,0.06,87.0,,,,,0.24,1.18,-2.72,0.87,2.99,,,0.33799999999999997,0.6609999999999999,0.47600000000000003,0.672,0.875,0.792,0.425,0.6709999999999999,0.099
300,15488,Antonio Senzatela,27,5.07,5.26,2.35,0.344,1.69,4.05,0.245,94.2,0.26899999999999996,86.1,,,0.064,78.2,0.07400000000000001,86.9,,,,,-1.29,-2.29,,2.85,-1.57,,,0.287,0.722,0.473,0.736,0.9129999999999999,0.851,0.42700000000000005,0.588,0.07
120,21224,Bailey Ober,26,3.21,8.2,4.64,0.224,1.05,2.92,0.512,91.6,0.23399999999999999,82.9,,,0.11900000000000001,76.7,0.156,84.4,,,,,0.22,2.44,,2.1,-1.04,,,0.371,0.747,0.528,0.649,0.816,0.747,0.41700000000000004,0.6779999999999999,0.133
151,11760,Drew Smyly,33,3.47,7.7,3.5,0.243,1.19,4.23,0.423,92.6,,,0.201,88.7,0.43200000000000005,78.7,0.002,82.5,,,,,-0.54,,-0.37,0.32,-3.6,,,0.364,0.7120000000000001,0.519,0.627,0.846,0.7609999999999999,0.447,0.685,0.124
250,6397,Jake Odorizzi,32,4.4,7.28,2.46,0.255,1.33,4.28,0.466,92.1,0.076,82.8,0.20600000000000002,87.7,0.038,71.9,0.165,85.1,,,,,0.02,-0.77,0.28,-1.86,-0.2,,,0.319,0.774,0.5,0.71,0.848,0.795,0.39799999999999996,0.5429999999999999,0.102
15,1890,Matt Moore,33,1.95,10.09,2.18,0.185,1.18,2.98,0.39399999999999996,94.0,,,,,0.382,83.6,0.168,85.1,,,,,0.81,,,0.71,2.21,,,0.35200000000000004,0.722,0.506,0.588,0.789,0.7070000000000001,0.415,0.5920000000000001,0.14800000000000002
252,13619,Jakob Junis,29,4.42,7.88,3.92,0.267,1.29,3.65,0.33299999999999996,91.9,0.514,83.2,,,,,0.16,84.8,,,,,0.26,0.16,,,-3.65,,,0.321,0.611,0.45399999999999996,0.649,0.8809999999999999,0.792,0.45799999999999996,0.669,0.094
288,27552,Graham Ashcraft,24,4.89,6.09,2.37,0.279,1.42,4.21,0.249,97.2,0.271,85.8,0.512,97.3,,,0.006999999999999999,89.9,,,,,-1.9,-1.12,0.47,,-11.41,,,0.336,0.7,0.49200000000000005,0.695,0.914,0.8290000000000001,0.428,0.584,0.084
292,19479,Aaron Civale,27,4.92,9.09,4.45,0.246,1.19,3.87,0.384,91.2,0.038,80.9,0.342,86.4,0.275,75.9,,,0.037000000000000005,85.4,,,-0.31,-4.0,-0.09,1.1,,-5.84,,0.337,0.6659999999999999,0.467,0.645,0.88,0.777,0.39399999999999996,0.631,0.10400000000000001
6,7982,Anthony Bass,34,1.54,9.34,3.65,0.2,1.01,3.0,0.379,95.3,0.557,86.7,,,,,,,0.040999999999999995,86.8,,,1.39,1.08,,,,-0.95,,0.349,0.6809999999999999,0.486,0.47,0.87,0.701,0.413,0.665,0.145
93,14986,Giovanny Gallegos,30,3.05,11.14,4.06,0.194,1.02,2.88,0.5489999999999999,94.4,0.47200000000000003,85.6,,,,,0.05,87.1,,,,,0.24,1.59,,,2.83,,,0.373,0.736,0.52,0.47,0.8140000000000001,0.667,0.406,0.672,0.17300000000000001
7,11861,Jason Adam,30,1.56,10.66,4.41,0.145,0.76,2.86,0.413,94.8,0.358,81.4,,,,,0.322,90.0,,,,,1.39,2.97,,,2.24,,,0.386,0.65,0.498,0.474,0.773,0.64,0.425,0.6409999999999999,0.179
275,23920,Brayan Bello,23,4.71,8.63,2.04,0.314,1.78,2.94,0.23,96.6,0.221,85.0,,,0.004,80.0,0.237,88.3,,,,,-1.82,-0.42,,-1.68,1.34,,,0.324,0.6779999999999999,0.45899999999999996,0.618,0.8420000000000001,0.745,0.38299999999999995,0.627,0.11699999999999999
45,18384,Scott Effross,28,2.54,9.85,4.13,0.211,1.06,2.46,0.365,90.5,0.402,79.9,,,,,0.146,83.0,,,,,-0.6,1.96,,,5.69,,,0.349,0.632,0.47,0.693,0.841,0.778,0.42700000000000005,0.659,0.10400000000000001
319,19225,Mitch White,27,5.45,7.09,2.23,0.274,1.46,3.87,0.361,93.8,0.273,85.5,,,0.171,80.3,0.039,87.3,,,,,-0.91,-0.28,,-0.69,0.88,,,0.331,0.703,0.48200000000000004,0.727,0.894,0.826,0.40700000000000003,0.605,0.084
43,21992,Camilo Doval,24,2.53,10.64,2.67,0.213,1.24,2.98,0.221,99.0,0.436,87.8,,,,,,,,,,,-0.91,2.26,,,,,,0.32,0.693,0.469,0.535,0.826,0.7070000000000001,0.401,0.535,0.13699999999999998
72,14857,Joe Mantiply,31,2.85,9.15,10.17,0.252,1.08,2.83,0.235,90.5,0.302,81.2,,,,,0.26,82.7,,,,,1.43,-0.55,,,0.94,,,0.429,0.64,0.523,0.597,0.84,0.7290000000000001,0.44299999999999995,0.63,0.142
207,18413,Jose Urquidy,27,3.94,7.34,3.53,0.242,1.17,4.6,0.44799999999999995,93.6,0.136,80.2,0.049,87.5,0.14,78.2,0.149,86.1,,,,,0.19,-0.31,-0.52,-1.27,-0.01,,,0.34600000000000003,0.736,0.518,0.691,0.8759999999999999,0.807,0.441,0.653,0.1
312,14168,Jose Berrios,28,5.23,7.8,3.31,0.286,1.42,4.55,0.397,94.0,,,,,0.309,83.0,0.154,84.7,,,,,-1.12,,,0.0,-1.42,,,0.341,0.675,0.484,0.682,0.892,0.8079999999999999,0.429,0.66,0.09300000000000001
176,19316,Eric Lauer,27,3.69,8.91,2.66,0.225,1.22,4.5,0.442,93.4,0.18,86.8,0.191,90.1,0.163,78.4,0.032,87.2,,,,,0.58,1.29,-0.96,-1.37,-3.99,,,0.299,0.679,0.46299999999999997,0.7,0.838,0.7879999999999999,0.433,0.617,0.098
294,15873,Sean Manaea,30,4.96,8.89,3.12,0.251,1.3,4.53,0.425,91.2,0.145,81.2,,,,,0.239,84.8,,,,,0.03,-0.36,,,-1.49,,,0.322,0.7390000000000001,0.512,0.624,0.8390000000000001,0.765,0.455,0.638,0.12
49,13649,Clay Holmes,29,2.54,9.19,3.25,0.195,1.02,2.85,0.121,97.1,0.19699999999999998,86.1,,,,,,,,,,,1.05,1.31,,,,,,0.32899999999999996,0.652,0.46,0.531,0.8690000000000001,0.725,0.405,0.5539999999999999,0.126
17,1247,Adam Ottavino,36,2.06,10.83,4.94,0.203,0.97,2.85,0.316,94.4,0.428,81.1,0.052000000000000005,87.9,,,,,0.07200000000000001,89.0,,,0.41,2.04,0.14,,,-0.8,,0.313,0.62,0.441,0.528,0.846,0.715,0.41600000000000004,0.605,0.126
20,19996,Dylan Lee,27,2.13,10.48,5.9,0.209,0.99,2.66,0.45399999999999996,92.2,0.48,83.8,,,,,0.065,86.3,,,,,1.36,1.45,,,-0.45,,,0.446,0.728,0.562,0.5329999999999999,0.775,0.6629999999999999,0.414,0.607,0.19
139,3096,Kenley Jansen,34,3.38,11.95,3.86,0.191,1.05,3.21,0.551,93.7,0.131,81.3,0.644,92.3,,,,,,,,,-1.42,-0.88,1.85,,,,,0.34299999999999997,0.6779999999999999,0.5,0.6890000000000001,0.8190000000000001,0.7709999999999999,0.469,0.685,0.114
101,15423,Andrew Heaney,31,3.1,13.62,5.79,0.213,1.09,3.75,0.46399999999999997,93.0,0.324,83.4,,,,,0.051,85.0,,,,,-0.42,0.5,,,-4.91,,,0.395,0.672,0.507,0.521,0.795,0.6679999999999999,0.40700000000000003,0.677,0.168
33,18548,Sam Hentges,25,2.32,10.45,3.79,0.184,0.97,2.48,0.23,95.8,0.159,88.0,,,0.212,81.4,,,,,,,1.04,1.8,,2.4,,,,0.355,0.6759999999999999,0.49,0.5770000000000001,0.8290000000000001,0.7240000000000001,0.42200000000000004,0.616,0.136
234,14843,Michael Lorenzen,30,4.24,7.83,1.93,0.223,1.28,4.31,0.321,94.3,0.203,83.4,0.113,90.4,0.021,81.3,0.222,85.8,,,,,0.76,0.71,-2.14,-5.05,0.65,,,0.326,0.7,0.475,0.654,0.8390000000000001,0.763,0.39799999999999996,0.625,0.11199999999999999
258,19206,Dakota Hudson,27,4.45,5.03,1.28,0.268,1.45,4.34,0.281,91.8,0.27399999999999997,87.9,,,0.136,80.5,0.040999999999999995,86.5,,,,,-0.07,0.77,,-0.48,-2.47,,,0.263,0.69,0.44,0.675,0.924,0.836,0.413,0.591,0.07200000000000001
5,19614,Cionel Perez,26,1.4,8.58,2.62,0.217,1.16,2.8,0.301,96.9,0.391,84.0,,,0.003,82.0,,,,,,,1.46,0.85,,9.3,,,,0.316,0.6729999999999999,0.475,0.5760000000000001,0.867,0.759,0.445,0.615,0.114
11,21132,Alexis Diaz,25,1.84,11.73,2.52,0.129,0.96,3.32,0.545,95.7,0.354,86.9,,,,,,,,,,,1.6,1.26,,,,,,0.359,0.6890000000000001,0.489,0.513,0.782,0.662,0.395,0.604,0.165
88,19249,Seranthony Dominguez,27,3.0,10.76,2.77,0.196,1.14,3.09,0.33299999999999996,98.0,0.255,89.6,,,,,0.047,92.1,,,,,1.62,-1.42,,,2.61,,,0.32299999999999995,0.74,0.488,0.55,0.818,0.711,0.397,0.58,0.141
200,9132,Nathan Eovaldi,32,3.87,8.48,5.15,0.262,1.23,4.3,0.365,95.8,0.121,86.0,0.099,90.6,0.187,78.4,,,0.209,87.9,,,-0.75,-3.75,-2.09,0.09,,2.24,,0.363,0.73,0.523,0.618,0.856,0.763,0.436,0.68,0.124
218,19374,Walker Buehler,27,4.02,8.03,3.41,0.263,1.29,3.8,0.321,95.2,0.115,83.5,0.247,91.5,0.168,79.3,0.078,90.5,,,,,-3.04,-0.32,2.36,1.45,2.49,,,0.344,0.7240000000000001,0.49700000000000005,0.633,0.8590000000000001,0.765,0.402,0.62,0.11699999999999999
277,12718,Adrian Houser,29,4.73,6.05,1.47,0.254,1.46,4.21,0.299,94.0,0.134,85.0,,,0.11699999999999999,81.2,0.095,85.5,,,,,-0.51,1.53,,-1.87,-0.72,,,0.29600000000000004,0.662,0.43,0.7809999999999999,0.904,0.85,0.365,0.5760000000000001,0.064
92,18403,Enyel De Los Santos,26,3.04,10.29,3.59,0.204,1.07,2.62,0.34600000000000003,95.3,0.284,83.1,,,,,0.111,87.4,,,,,0.94,1.44,,,-0.25,,,0.34700000000000003,0.741,0.522,0.613,0.802,0.732,0.444,0.6559999999999999,0.14
163,17282,Michael Kopech,26,3.54,7.92,1.84,0.196,1.19,4.5,0.485,94.9,0.259,84.5,,,0.111,78.6,0.012,85.3,,,,,0.77,-0.75,,1.24,-0.98,,,0.29100000000000004,0.664,0.44799999999999995,0.647,0.857,0.778,0.419,0.5670000000000001,0.099
244,15047,Austin Voth,30,4.34,7.97,2.9,0.272,1.4,4.14,0.43,93.5,0.048,83.8,0.217,89.5,0.315,77.5,0.006999999999999999,87.2,,,,,-0.55,1.4,-1.03,-0.29,2.16,,,0.304,0.7140000000000001,0.478,0.638,0.8490000000000001,0.772,0.426,0.62,0.109
129,10657,Andrew Bellatti,30,3.31,12.92,3.12,0.23,1.33,2.87,0.5,94.4,0.524,85.9,,,,,0.07200000000000001,89.6,,,,,0.29,0.19,,,-3.05,,,0.342,0.713,0.47,0.493,0.8029999999999999,0.6559999999999999,0.34700000000000003,0.557,0.162
278,13449,Taylor Rogers,31,4.76,11.75,4.42,0.234,1.18,3.31,0.373,94.3,0.5710000000000001,80.9,,,,,,,,,,,-0.25,0.17,,,,,,0.312,0.581,0.435,0.53,0.8340000000000001,0.716,0.45799999999999996,0.682,0.124
60,14295,Wandy Peralta,30,2.72,7.51,2.76,0.205,1.05,2.86,0.299,95.5,0.158,87.7,,,,,0.423,88.6,,,,,1.54,0.51,,,2.22,,,0.37799999999999995,0.764,0.512,0.532,0.82,0.682,0.348,0.5870000000000001,0.163
285,20153,Nick Nelson,26,4.85,9.04,1.92,0.248,1.49,3.04,0.38299999999999995,96.3,0.242,89.9,,,0.036000000000000004,82.0,0.293,88.0,,,,,-0.02,1.28,,1.33,-1.73,,,0.29,0.727,0.466,0.593,0.8270000000000001,0.74,0.402,0.588,0.121
148,20369,Matt Manning,24,3.43,6.86,2.53,0.226,1.17,3.78,0.4,93.2,0.22899999999999998,83.8,,,0.105,79.7,0.075,86.2,,,,,1.25,0.18,,-1.6,-3.45,,,0.313,0.7020000000000001,0.496,0.72,0.856,0.8109999999999999,0.47100000000000003,0.574,0.094
64,15288,Adam Cimber,31,2.8,7.39,4.46,0.243,1.12,3.47,0.34600000000000003,86.5,0.354,77.9,,,,,,,,,,,0.4,-0.26,,,,,,0.321,0.711,0.506,0.733,0.866,0.8220000000000001,0.475,0.648,0.09
296,19951,Ian Anderson,24,5.0,7.82,1.8,0.263,1.51,4.25,0.303,94.0,,,,,0.187,81.8,0.33399999999999996,88.2,,,,,-0.47,,,-1.31,0.23,,,0.311,0.738,0.46799999999999997,0.595,0.84,0.737,0.36700000000000005,0.568,0.12300000000000001
16,17968,Brock Burke,25,1.97,9.84,3.75,0.209,1.06,3.29,0.435,95.0,0.19899999999999998,87.2,,,,,0.129,88.2,,,,,0.48,1.84,,,0.26,,,0.299,0.6970000000000001,0.46399999999999997,0.69,0.805,0.762,0.415,0.601,0.111
24,14993,Scott Barlow,29,2.18,9.32,3.5,0.196,1.0,3.62,0.369,93.7,0.44299999999999995,84.2,,,0.314,78.6,,,,,,,-0.71,1.52,,2.3,,,,0.381,0.596,0.462,0.516,0.873,0.6890000000000001,0.376,0.61,0.14400000000000002
136,20253,Griffin Jax,27,3.36,9.71,3.9,0.21,1.05,3.17,0.36700000000000005,95.5,0.484,86.5,,,0.042,82.7,0.13699999999999998,89.9,,,,,0.08,1.62,,-0.72,1.09,,,0.38,0.632,0.485,0.5760000000000001,0.855,0.727,0.41600000000000004,0.645,0.132
235,20000,Tyler Wells,27,4.25,6.6,2.71,0.229,1.14,4.52,0.465,93.6,0.065,79.7,0.268,87.6,0.067,76.2,0.184,86.7,,,,,-0.29,-0.74,0.32,-0.53,1.22,,,0.34600000000000003,0.718,0.505,0.688,0.8340000000000001,0.777,0.428,0.619,0.113
113,12777,John Brebbia,32,3.18,7.15,3.0,0.264,1.31,3.32,0.462,94.4,0.5379999999999999,84.0,,,,,,,,,,,0.27,-0.53,,,,,,0.35,0.737,0.522,0.6809999999999999,0.848,0.7859999999999999,0.44299999999999995,0.688,0.11199999999999999
188,6655,Craig Kimbrel,34,3.75,10.8,2.57,0.225,1.32,3.23,0.45,95.8,,,,,0.315,85.8,,,,,,,0.17,,,0.14,,,,0.29600000000000004,0.67,0.451,0.578,0.826,0.73,0.414,0.631,0.122
304,18325,Taylor Hearn,27,5.13,8.73,2.26,0.266,1.5,3.98,0.366,94.6,0.25,84.7,0.035,88.5,,,0.085,87.6,,,,,-0.3,-0.38,-5.66,,-2.12,,,0.316,0.7040000000000001,0.48,0.682,0.866,0.7959999999999999,0.42100000000000004,0.637,0.098
194,22810,Roansy Contreras,22,3.79,8.15,2.21,0.223,1.27,4.38,0.43200000000000005,95.6,0.34299999999999997,83.9,,,0.14300000000000002,78.9,0.027999999999999997,89.7,,,,,-0.76,0.83,,-0.31,-5.92,,,0.355,0.6659999999999999,0.475,0.565,0.875,0.733,0.387,0.608,0.127
273,17489,Spenser Watkins,29,4.7,5.38,2.1,0.28,1.41,4.24,0.35700000000000004,91.4,0.177,78.5,0.281,87.2,0.09699999999999999,76.8,0.044000000000000004,86.1,,,,,-0.8,1.38,-0.65,-2.35,-3.23,,,0.318,0.669,0.474,0.69,0.904,0.8240000000000001,0.445,0.6579999999999999,0.083
324,16561,Austin Gomber,28,5.56,6.86,2.79,0.278,1.37,4.54,0.371,91.0,0.24600000000000002,84.4,,,0.171,75.9,0.17600000000000002,82.1,,,,,-1.77,0.41,,-0.96,0.66,,,0.313,0.72,0.486,0.6759999999999999,0.872,0.799,0.425,0.5920000000000001,0.098
56,8337,Lucas Luetge,35,2.67,9.42,3.53,0.274,1.4,3.03,0.418,,0.312,77.5,0.546,87.6,0.142,73.5,,,,,,,,0.03,-0.86,1.56,,,,0.336,0.659,0.446,0.591,0.862,0.727,0.341,0.5820000000000001,0.122
103,12095,Yimi Garcia,31,3.1,8.56,3.63,0.211,1.05,3.47,0.462,94.7,0.16699999999999998,82.5,0.172,89.4,,,0.073,87.3,,,,,2.39,-4.38,0.87,,-5.62,,,0.28600000000000003,0.715,0.475,0.687,0.826,0.779,0.442,0.615,0.105
259,19409,Dane Dunning,27,4.46,8.04,2.21,0.264,1.43,4.45,0.29100000000000004,89.5,0.27899999999999997,78.8,0.12,87.2,,,0.201,84.1,,,,,-0.62,-1.0,-0.77,,-0.65,,,0.32,0.6509999999999999,0.44,0.6579999999999999,0.872,0.773,0.364,0.596,0.1
240,19979,Zach Plesac,27,4.31,6.84,2.63,0.259,1.32,4.45,0.384,92.0,0.242,85.4,,,0.10400000000000001,79.4,0.225,85.8,,,,,-1.03,0.74,,-0.96,-0.11,,,0.361,0.73,0.512,0.71,0.867,0.8009999999999999,0.41,0.614,0.102
