,IDfg,Name,Age,ERA,K/9,K/BB,AVG,WHIP,FIP,FB%,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%
166,7754,Mike Fiers,35,4.06,6.02,2.36,0.249,1.23,4.96,0.39899999999999997,89.9,0.006999999999999999,82.7,0.19399999999999998,85.4,0.162,73.8,0.094,84.1,0.038,82.1,,,0.16,-3.64,0.51,0.59,1.3,-1.59,,0.28600000000000003,0.677,0.46399999999999997,0.75,0.885,0.84,0.457,0.643,0.07400000000000001
300,6902,Martin Perez,28,4.95,7.17,1.91,0.266,1.47,4.72,0.308,93.6,,,0.311,88.6,0.06,78.6,0.23,84.9,,,,,-1.16,,1.29,-1.34,-0.3,,,0.331,0.688,0.47,0.703,0.87,0.7979999999999999,0.39,0.645,0.095
132,17130,Raisel Iglesias,30,3.8,12.0,4.62,0.226,1.14,3.39,0.419,95.6,0.315,84.3,,,,,0.214,89.1,,,,,-0.14,1.39,,,1.92,,,0.35,0.6940000000000001,0.495,0.532,0.765,0.67,0.424,0.586,0.163
196,3184,David Price,33,4.28,10.73,4.0,0.258,1.31,3.62,0.355,92.0,,,0.192,88.7,0.025,80.5,0.26,84.1,,,,,0.08,,0.14,3.65,-0.65,,,0.3,0.716,0.475,0.664,0.8220000000000001,0.764,0.42100000000000004,0.679,0.11199999999999999
216,19867,Griffin Canning,23,4.36,9.33,2.87,0.239,1.27,4.35,0.44,93.5,0.258,88.9,,,0.19,84.1,0.13699999999999998,88.7,,,,,-1.04,0.03,,0.88,1.43,,,0.307,0.677,0.451,0.531,0.841,0.7120000000000001,0.38799999999999996,0.568,0.13
203,19320,Joey Lucchesi,27,4.31,8.66,2.81,0.239,1.27,4.13,0.355,90.2,0.001,83.0,0.136,90.5,0.004,75.3,0.34700000000000003,79.0,,,,,0.7,-2.98,-1.73,-11.17,0.65,,,0.29600000000000004,0.6809999999999999,0.44799999999999995,0.6,0.877,0.7659999999999999,0.396,0.621,0.105
250,16918,Luke Weaver,26,4.56,9.59,3.88,0.257,1.29,3.79,0.429,94.0,,,0.129,87.9,0.081,80.4,0.26,84.6,,,,,-0.3,,-0.07,-1.34,1.34,,,0.292,0.711,0.47,0.637,0.853,0.7759999999999999,0.425,0.611,0.105
24,7005,Ryan Pressly,31,2.63,12.07,5.32,0.206,1.02,2.7,0.239,95.3,0.331,89.7,,,0.308,82.8,,,,,,,0.02,2.3,,1.6,,,,0.40399999999999997,0.6409999999999999,0.507,0.465,0.8059999999999999,0.652,0.433,0.632,0.17600000000000002
172,8779,Wade Miley,33,4.11,7.53,2.17,0.252,1.37,4.53,0.289,90.4,0.01,81.8,0.479,87.2,0.094,75.5,0.205,81.4,,,,,-0.56,-6.25,0.03,-1.13,1.53,,,0.294,0.6920000000000001,0.44,0.6759999999999999,0.867,0.7859999999999999,0.36700000000000005,0.5589999999999999,0.094
278,17295,Framber Valdez,26,4.71,9.17,2.4,0.25,1.39,3.92,0.18,93.0,,,,,0.33899999999999997,80.0,0.063,88.6,,,,,-0.67,,,1.53,0.54,,,0.278,0.645,0.439,0.5760000000000001,0.87,0.7659999999999999,0.439,0.5920000000000001,0.10300000000000001
311,19316,Eric Lauer,25,5.04,8.4,2.5,0.271,1.46,4.38,0.386,91.9,0.07200000000000001,81.9,0.22,87.9,0.141,77.2,0.038,85.8,,,,,0.49,-3.61,-0.59,0.34,-4.44,,,0.284,0.69,0.46799999999999997,0.6579999999999999,0.898,0.818,0.45299999999999996,0.626,0.085
314,17948,Trent Thornton,25,5.06,8.72,2.42,0.267,1.47,4.52,0.401,92.9,0.152,80.7,0.163,88.1,0.131,79.4,0.08900000000000001,83.3,,,,,-0.61,0.05,-1.1,-0.11,1.56,,,0.314,0.649,0.446,0.636,0.882,0.777,0.39299999999999996,0.599,0.099
0,12076,Felipe Vazquez,27,1.65,13.5,6.92,0.196,0.93,2.15,0.36700000000000005,98.5,0.17,86.9,,,0.139,82.5,0.08,88.6,,,,,1.41,4.49,,0.72,0.02,,,0.297,0.7070000000000001,0.503,0.535,0.7909999999999999,0.716,0.502,0.648,0.14300000000000002
18,14986,Giovanny Gallegos,28,2.53,11.53,5.7,0.169,0.82,2.88,0.46,93.7,0.45299999999999996,85.4,,,,,0.006,87.1,,,,,1.01,2.93,,,6.23,,,0.374,0.7040000000000001,0.515,0.46399999999999997,0.816,0.67,0.428,0.667,0.17
323,19361,Corbin Burnes,25,5.13,13.09,3.59,0.25,1.39,3.86,0.326,95.6,0.213,87.5,0.166,93.0,0.08199999999999999,81.0,0.057999999999999996,88.9,0.019,90.8,,,-1.96,2.05,2.45,-0.02,0.64,-5.19,,0.336,0.677,0.469,0.49,0.8,0.664,0.39,0.5710000000000001,0.157
350,16400,Reynaldo Lopez,26,5.52,8.26,2.41,0.275,1.48,5.36,0.45299999999999996,95.3,0.212,83.7,,,0.057,77.9,0.156,84.0,,,,,-0.45,-0.88,,-1.31,-1.11,,,0.284,0.713,0.48200000000000004,0.649,0.8370000000000001,0.777,0.461,0.598,0.107
217,15855,Wander Suero,28,4.36,10.33,3.03,0.236,1.26,3.06,0.336,92.5,,,0.7440000000000001,92.4,0.066,79.1,0.18899999999999997,87.3,,,,,-19.71,,1.01,-2.7,1.97,,,0.319,0.7390000000000001,0.505,0.625,0.773,0.721,0.442,0.593,0.141
192,12718,Adrian Houser,27,4.25,8.66,2.78,0.256,1.33,4.19,0.23,94.1,0.11900000000000001,87.2,,,0.134,80.6,0.086,85.2,,,,,1.05,-3.08,,-1.08,-2.01,,,0.297,0.682,0.456,0.674,0.852,0.784,0.413,0.614,0.098
161,17149,Domingo German,26,4.03,9.63,3.92,0.227,1.15,4.72,0.406,93.6,,,,,0.361,81.7,0.19,87.1,,,,,-0.33,,,0.57,0.83,,,0.35200000000000004,0.687,0.49200000000000005,0.597,0.835,0.736,0.419,0.62,0.13
315,1994,Ivan Nova,33,5.07,5.37,2.2,0.298,1.47,5.11,0.303,92.4,0.11800000000000001,86.8,,,0.175,79.9,0.161,86.3,,,,,-0.68,-0.76,,-0.7,0.47,,,0.33299999999999996,0.7040000000000001,0.48700000000000004,0.705,0.9079999999999999,0.8270000000000001,0.415,0.605,0.084
246,3542,Danny Duffy,31,4.52,8.28,2.53,0.248,1.32,4.77,0.431,92.3,0.23600000000000002,83.8,,,0.105,75.9,0.127,83.8,,,,,0.16,0.24,,-0.59,0.48,,,0.295,0.691,0.47100000000000003,0.594,0.8759999999999999,0.778,0.444,0.59,0.105
270,8782,Andrew Cashner,32,4.68,6.48,1.86,0.251,1.35,4.66,0.342,93.9,0.13,85.8,,,0.109,80.7,0.278,84.5,,,,,-0.48,0.41,,-2.02,1.7,,,0.289,0.6920000000000001,0.452,0.6759999999999999,0.861,0.79,0.405,0.547,0.095
201,10190,Tyler Skaggs,27,4.29,8.81,2.79,0.239,1.27,3.85,0.353,91.4,,,,,0.33799999999999997,75.1,0.157,83.9,,,,,0.46,,,0.66,0.42,,,0.292,0.675,0.462,0.684,0.863,0.8,0.444,0.612,0.092
9,13758,Tyler Duffey,29,2.31,12.45,5.65,0.186,0.94,2.91,0.324,93.7,,,,,0.484,82.5,0.004,86.2,,,,,2.2,,,0.21,-5.31,,,0.363,0.688,0.496,0.519,0.8109999999999999,0.685,0.409,0.6759999999999999,0.157
268,15291,Steven Brault,28,4.67,7.96,1.84,0.245,1.42,4.53,0.332,92.0,0.212,83.0,,,0.015,72.6,0.16699999999999998,84.6,,,,,-0.34,0.83,,-1.74,1.21,,,0.298,0.6609999999999999,0.44,0.677,0.855,0.782,0.391,0.5589999999999999,0.096
212,17285,Justus Sheffield,23,4.34,8.38,2.24,0.27,1.47,3.78,0.28800000000000003,92.3,0.344,83.0,,,,,0.177,86.9,,,,,-0.37,0.12,,,1.02,,,0.28300000000000003,0.66,0.44299999999999995,0.561,0.894,0.772,0.424,0.628,0.10099999999999999
252,7410,J.A. Happ,36,4.57,7.78,2.84,0.245,1.24,5.07,0.38,91.2,0.18,84.6,,,0.005,81.1,0.111,86.0,0.032,86.5,,,0.69,-0.23,,-6.8,-1.53,0.1,,0.318,0.725,0.47700000000000004,0.679,0.8540000000000001,0.7829999999999999,0.39,0.602,0.10400000000000001
288,11486,Robbie Ray,28,4.86,12.07,2.35,0.235,1.47,4.79,0.40700000000000003,92.7,0.314,84.8,,,0.158,82.2,0.0,88.0,,,,,-0.27,-0.27,,-0.71,-143.55,,,0.305,0.657,0.43799999999999994,0.557,0.8,0.695,0.37799999999999995,0.5760000000000001,0.134
302,18679,Freddy Peralta,24,4.96,12.75,3.31,0.241,1.38,3.72,0.436,93.5,0.062,79.6,,,0.179,77.0,0.008,88.8,,,,,0.18,-1.25,,-0.24,-10.49,,,0.316,0.705,0.479,0.602,0.7829999999999999,0.7140000000000001,0.42,0.596,0.13699999999999998
82,15873,Sean Manaea,28,3.33,8.07,5.0,0.233,1.05,3.61,0.32799999999999996,90.2,0.12300000000000001,78.8,0.021,84.3,0.045,77.1,0.23600000000000002,82.2,,,,,1.33,-0.47,2.15,-5.67,2.44,,,0.315,0.7090000000000001,0.48200000000000004,0.627,0.878,0.784,0.424,0.634,0.10400000000000001
109,3096,Kenley Jansen,32,3.61,11.65,4.52,0.21,1.09,3.36,0.451,92.0,0.115,81.8,0.182,91.0,,,,,,,,,0.48,1.98,0.53,,,,,0.381,0.7120000000000001,0.53,0.609,0.7709999999999999,0.7070000000000001,0.45,0.677,0.155
159,15552,Chad Green,28,3.99,12.36,4.81,0.218,1.12,3.57,0.43700000000000006,96.2,0.161,87.7,,,0.061,84.5,,,0.01,88.2,,,0.77,0.44,,-1.81,,-12.29,,0.314,0.747,0.51,0.613,0.778,0.722,0.45299999999999996,0.684,0.142
150,11801,Hansel Robles,28,3.93,9.57,3.65,0.229,1.15,3.44,0.41100000000000003,96.8,0.192,89.2,,,,,0.17600000000000002,89.5,0.077,88.0,,,0.56,0.32,,,2.58,0.25,,0.28600000000000003,0.7440000000000001,0.49700000000000005,0.636,0.8,0.7490000000000001,0.46,0.617,0.125
23,13764,Roberto Osuna,25,2.6,9.87,6.33,0.188,0.87,3.13,0.371,96.6,0.183,88.0,0.14400000000000002,91.5,,,0.184,84.3,,,,,0.3,3.17,5.38,,2.09,,,0.364,0.754,0.535,0.546,0.774,0.688,0.44,0.6579999999999999,0.16699999999999998
77,14843,Michael Lorenzen,28,3.31,9.23,2.67,0.222,1.22,3.72,0.32899999999999996,96.8,0.11900000000000001,86.1,0.249,93.6,0.071,83.5,0.188,87.2,,,,,0.41,0.41,0.43,1.39,1.41,,,0.331,0.7170000000000001,0.478,0.593,0.787,0.7040000000000001,0.38,0.612,0.142
348,15488,Antonio Senzatela,25,5.5,5.32,1.56,0.289,1.55,5.12,0.257,93.9,0.21600000000000003,85.1,,,0.09699999999999999,79.0,0.063,86.1,0.017,88.1,,,-0.8,0.72,,-1.38,-0.78,-6.7,,0.266,0.708,0.45299999999999996,0.6779999999999999,0.91,0.831,0.42200000000000004,0.583,0.076
29,11428,Brandon Workman,31,2.76,12.51,2.19,0.183,1.29,3.11,0.28300000000000003,92.8,,,0.228,87.2,0.452,80.3,,,,,,,0.94,,2.09,0.61,,,,0.28300000000000003,0.583,0.39799999999999996,0.507,0.8370000000000001,0.6920000000000001,0.384,0.561,0.12300000000000001
237,19312,Cal Quantrill,25,4.47,8.0,3.33,0.256,1.28,4.19,0.354,94.6,0.244,86.4,,,0.03,79.4,0.16399999999999998,84.8,,,,,0.92,-0.56,,-2.36,-1.01,,,0.33399999999999996,0.705,0.475,0.7120000000000001,0.853,0.792,0.381,0.593,0.099
204,13273,Ross Stripling,30,4.31,8.55,3.5,0.255,1.27,4.41,0.32799999999999996,91.0,0.16899999999999998,86.3,,,0.26899999999999996,79.5,0.156,83.5,,,,,-1.41,-1.07,,1.81,0.69,,,0.301,0.629,0.447,0.639,0.885,0.7929999999999999,0.445,0.6679999999999999,0.092
243,8044,Jason Vargas,36,4.51,7.46,1.97,0.243,1.36,4.76,0.423,84.3,,,,,0.152,70.7,0.354,78.8,,,,,-0.8,,,0.62,0.82,,,0.308,0.649,0.431,0.6990000000000001,0.836,0.774,0.361,0.581,0.09699999999999999
89,12918,Archie Bradley,27,3.4,10.5,2.69,0.243,1.37,3.24,0.308,95.3,,,,,0.242,81.8,0.068,87.8,,,,,-0.05,,,1.87,0.33,,,0.315,0.66,0.45399999999999996,0.662,0.877,0.7879999999999999,0.40299999999999997,0.608,0.096
80,11804,Hector Neris,31,3.32,11.69,3.14,0.206,1.19,3.51,0.33799999999999997,94.4,,,,,,,,,0.609,86.7,,,-0.05,,,,,1.24,,0.358,0.679,0.478,0.488,0.755,0.63,0.374,0.601,0.177
284,4153,Jake Arrieta,34,4.75,7.1,2.12,0.282,1.48,4.83,0.253,92.4,,,0.15,89.4,0.11800000000000001,80.8,0.18,87.6,,,,,-0.27,,-0.72,-0.02,-0.63,,,0.27699999999999997,0.639,0.429,0.7140000000000001,0.902,0.831,0.42,0.5920000000000001,0.07200000000000001
62,23798,Randy Dobnak,24,3.12,6.0,2.78,0.263,1.27,3.56,0.213,92.1,0.326,83.7,,,,,0.151,85.7,,,,,0.08,1.35,,,1.55,,,0.364,0.675,0.489,0.645,0.899,0.7859999999999999,0.401,0.569,0.105
28,4806,Rich Hill,40,2.68,9.52,2.94,0.212,1.14,4.06,0.34,89.4,0.027999999999999997,71.8,0.016,83.6,0.447,73.6,0.003,81.8,0.003,82.2,,,0.95,0.34,-3.92,1.09,-0.68,1.21,,0.29100000000000004,0.636,0.45399999999999996,0.733,0.8340000000000001,0.8,0.473,0.598,0.091
222,19309,Trevor Richards,26,4.41,8.28,2.3,0.26,1.42,4.6,0.429,90.8,0.037000000000000005,82.7,0.087,85.2,0.057,78.9,0.369,83.3,,,,,0.09,-2.42,-1.54,-3.44,0.77,,,0.345,0.715,0.494,0.647,0.84,0.76,0.40299999999999997,0.584,0.11900000000000001
12,12910,Ken Giles,29,2.38,14.14,4.24,0.194,1.08,2.79,0.42200000000000004,96.8,0.504,86.2,,,,,,,,,,,-0.33,2.94,,,,,,0.36,0.711,0.503,0.41,0.772,0.618,0.406,0.608,0.192
5,16258,Aaron Bummer,26,1.99,8.65,2.55,0.179,1.0,3.21,0.168,95.6,0.064,84.6,0.156,88.6,,,0.003,88.5,,,,,2.12,3.22,2.51,,2.96,,,0.292,0.665,0.46,0.583,0.86,0.763,0.45,0.5870000000000001,0.109
293,8753,Tanner Roark,32,4.9,8.41,2.69,0.281,1.47,5.16,0.386,91.8,0.17600000000000002,85.6,0.04,87.8,0.131,75.1,0.105,83.2,,,,,-0.72,0.03,-1.85,-0.97,-0.27,,,0.27899999999999997,0.7070000000000001,0.451,0.695,0.861,0.8,0.402,0.561,0.09
120,16401,Yonny Chirinos,25,3.73,7.71,3.88,0.231,1.09,4.51,0.33399999999999996,93.8,0.209,87.7,,,,,,,0.21899999999999997,85.7,,,0.31,0.55,,,,1.24,,0.307,0.731,0.49200000000000005,0.622,0.866,0.7809999999999999,0.43700000000000006,0.615,0.10800000000000001
30,1247,Adam Ottavino,34,2.76,12.01,2.31,0.212,1.37,3.46,0.38799999999999996,93.8,0.451,81.7,0.11599999999999999,88.1,,,0.009000000000000001,87.9,,,,,0.49,1.91,-2.73,,-4.88,,,0.24600000000000002,0.573,0.389,0.546,0.8190000000000001,0.722,0.43799999999999994,0.5379999999999999,0.10800000000000001
17,4020,Yusmeiro Petit,35,2.49,7.57,5.87,0.199,0.87,3.7,0.493,89.0,0.16699999999999998,85.5,0.061,84.6,0.135,76.1,0.19,81.5,,,,,0.51,3.42,1.0,1.57,3.04,,,0.332,0.743,0.498,0.684,0.818,0.765,0.40299999999999997,0.667,0.11699999999999999
59,5420,Pedro Baez,32,3.12,8.52,2.73,0.17,0.96,3.69,0.485,95.6,0.185,86.6,,,,,0.325,86.4,,,,,1.04,2.06,,,2.31,,,0.358,0.742,0.505,0.639,0.7709999999999999,0.713,0.382,0.555,0.145
88,4264,Mark Melancon,34,3.4,8.2,3.28,0.266,1.31,3.07,0.182,92.1,,,0.505,91.8,0.32799999999999996,82.1,0.027999999999999997,83.8,,,,,-3.37,,0.49,2.68,4.59,,,0.322,0.649,0.45299999999999996,0.632,0.892,0.7809999999999999,0.4,0.607,0.099
48,19716,Dustin May,22,2.98,7.54,3.62,0.23,1.09,3.96,0.265,97.3,,,0.271,92.4,0.12300000000000001,85.5,0.036000000000000004,90.3,,,,,0.87,,2.09,-1.68,0.84,,,0.297,0.6679999999999999,0.47700000000000004,0.726,0.866,0.821,0.485,0.63,0.085
188,14993,Scott Barlow,27,4.22,11.75,2.85,0.237,1.37,3.42,0.35700000000000004,94.3,0.428,83.7,,,0.157,77.6,0.001,87.5,,,,,-0.08,0.62,,1.01,-68.13,,,0.35,0.64,0.46299999999999997,0.513,0.815,0.675,0.387,0.586,0.151
39,14771,Emilio Pagan,29,2.84,11.64,5.41,0.178,0.88,3.63,0.483,95.3,0.36,87.3,,,0.022000000000000002,81.2,,,,,,,1.36,1.75,,1.39,,,,0.35600000000000004,0.738,0.531,0.561,0.772,0.695,0.45799999999999996,0.6809999999999999,0.162
151,6941,Joakim Soria,35,3.94,10.15,3.43,0.202,1.08,3.46,0.426,92.6,0.192,78.7,,,0.057999999999999996,71.3,0.07400000000000001,87.5,,,,,0.89,2.83,,0.58,0.71,,,0.301,0.6970000000000001,0.48,0.6709999999999999,0.7809999999999999,0.743,0.45299999999999996,0.62,0.12300000000000001
43,5640,Tyler Clippard,35,2.86,9.2,4.74,0.182,0.86,3.53,0.541,89.8,,,0.028999999999999998,83.4,0.049,74.7,0.319,78.3,0.204,81.6,,,1.6,,-1.83,0.34,3.38,-1.0,,0.33,0.721,0.49,0.616,0.8,0.727,0.41,0.649,0.134
103,5003,Jake Diekman,32,3.56,12.42,2.25,0.188,1.3,3.34,0.281,95.6,0.447,84.6,,,,,0.003,89.8,,,,,1.31,0.38,,,6.93,,,0.315,0.63,0.449,0.461,0.765,0.643,0.426,0.626,0.16399999999999998
208,11426,Drew Pomeranz,30,4.33,12.18,3.07,0.243,1.37,4.25,0.389,93.1,,,0.05,88.1,0.303,81.5,0.013000000000000001,85.7,,,,,0.59,,-3.17,-0.29,-0.55,,,0.28300000000000003,0.6779999999999999,0.455,0.627,0.813,0.747,0.435,0.568,0.115
37,11847,Chris Martin,33,2.81,10.38,10.63,0.22,0.92,3.03,0.316,95.4,0.138,84.5,0.157,91.1,,,,,0.11699999999999999,88.4,,,1.61,-0.69,0.85,,,3.48,,0.379,0.72,0.5379999999999999,0.638,0.852,0.7709999999999999,0.466,0.72,0.12300000000000001
306,7593,Jordan Lyles,29,4.98,8.24,2.33,0.253,1.39,5.02,0.406,92.5,0.098,86.9,0.006999999999999999,86.9,0.311,80.4,0.077,86.1,,,,,-0.4,0.6,-7.61,-0.13,-1.7,,,0.308,0.669,0.45899999999999996,0.6679999999999999,0.885,0.8009999999999999,0.419,0.623,0.092
91,13684,John Gant,27,3.43,8.63,1.9,0.208,1.24,3.44,0.257,95.5,0.022000000000000002,85.4,0.091,90.3,0.10800000000000001,77.0,0.228,82.9,,,,,1.27,2.27,3.94,0.74,0.69,,,0.295,0.675,0.466,0.5870000000000001,0.81,0.732,0.451,0.6,0.125
341,13619,Jakob Junis,27,5.38,8.21,2.86,0.281,1.45,5.0,0.34299999999999997,91.5,0.441,81.3,,,,,0.052000000000000005,84.8,,,,,-1.5,0.89,,,-2.82,,,0.304,0.665,0.456,0.616,0.8909999999999999,0.785,0.42100000000000004,0.614,0.098
238,14719,Ty Buttrey,27,4.47,9.3,3.19,0.253,1.31,3.88,0.321,96.8,,,,,0.27699999999999997,83.5,0.149,87.2,,,,,0.31,,,0.47,-0.87,,,0.297,0.675,0.467,0.593,0.857,0.764,0.45,0.575,0.11
16,12297,Evan Marshall,30,2.45,8.71,2.29,0.218,1.23,3.6,0.27899999999999997,93.5,,,,,0.213,82.8,0.39399999999999996,87.7,,,,,-1.2,,,2.06,2.66,,,0.402,0.642,0.48700000000000004,0.659,0.833,0.74,0.353,0.609,0.126
3,3240,Zack Britton,32,1.9,7.73,1.77,0.178,1.11,3.47,0.109,94.8,0.151,80.8,,,,,,,,,,,1.62,2.66,,,,,,0.321,0.609,0.424,0.621,0.868,0.747,0.35600000000000004,0.5479999999999999,0.107
384,18694,Kolby Allard,22,6.15,7.41,1.67,0.261,1.54,4.31,0.365,92.1,,,0.321,87.3,0.075,77.2,0.14,82.0,,,,,-0.11,,-0.17,-3.47,1.27,,,0.261,0.6709999999999999,0.452,0.736,0.8420000000000001,0.809,0.466,0.606,0.086
209,14524,Jose Leclerc,25,4.33,13.12,2.51,0.206,1.34,3.58,0.44799999999999995,96.7,0.002,87.0,,,0.012,77.1,0.36200000000000004,82.0,0.126,89.0,,,-0.01,3.91,,-0.94,1.0,0.24,,0.285,0.669,0.435,0.5710000000000001,0.769,0.69,0.39,0.579,0.135
407,4505,Jordan Zimmermann,34,6.96,6.73,3.26,0.313,1.56,4.66,0.327,90.4,0.314,85.8,,,0.191,80.3,,,0.025,87.1,,,-0.62,-1.25,,-2.08,,-0.51,,0.33799999999999997,0.657,0.467,0.703,0.9079999999999999,0.82,0.40399999999999997,0.6409999999999999,0.084
70,19206,Dakota Hudson,24,3.24,7.03,1.65,0.231,1.33,4.85,0.22899999999999998,93.5,0.249,87.6,,,0.114,82.0,0.025,88.0,,,,,0.41,0.26,,0.21,-0.88,,,0.282,0.669,0.44299999999999995,0.599,0.8859999999999999,0.778,0.415,0.5720000000000001,0.098
264,11752,Luke Jackson,28,4.64,11.45,3.23,0.285,1.56,3.54,0.20800000000000002,95.7,0.506,87.4,0.003,90.0,0.11800000000000001,83.6,0.001,84.0,,,,,-1.43,0.84,-12.75,-0.35,-2.98,,,0.359,0.693,0.486,0.524,0.838,0.6940000000000001,0.37799999999999995,0.635,0.149
342,20633,Yusei Kikuchi,29,5.39,7.03,2.33,0.281,1.47,5.17,0.33399999999999996,93.0,0.252,85.6,0.09,92.1,0.121,75.0,,,0.071,85.0,,,-1.21,-0.56,1.61,-1.38,,0.31,,0.28,0.698,0.473,0.633,0.875,0.7979999999999999,0.46,0.574,0.096
8,6661,Alex Colome,31,2.27,7.67,2.29,0.18,1.03,3.78,0.33299999999999996,94.4,,,0.71,90.1,,,,,,,,,0.04,,1.76,,,,,0.344,0.741,0.503,0.542,0.857,0.727,0.4,0.5660000000000001,0.13699999999999998
67,6398,Trevor May,30,3.18,12.01,3.55,0.193,1.1,3.7,0.428,95.8,0.201,84.4,,,0.084,78.7,0.115,87.7,,,,,1.63,0.97,,-4.75,1.78,,,0.28300000000000003,0.7140000000000001,0.46399999999999997,0.504,0.785,0.6859999999999999,0.42100000000000004,0.61,0.146
138,7448,Gio Gonzalez,34,3.86,8.47,2.0,0.252,1.45,4.43,0.31,89.4,,,0.004,85.6,0.17600000000000002,75.8,0.319,82.5,,,,,-1.64,,-6.66,0.17,2.29,,,0.32,0.6459999999999999,0.426,0.644,0.8490000000000001,0.745,0.325,0.522,0.109
107,12777,John Brebbia,29,3.59,10.78,3.22,0.215,1.18,3.13,0.505,93.5,0.428,83.7,,,,,0.006,87.1,,,,,0.19,2.17,,,-15.99,,,0.33,0.7190000000000001,0.506,0.65,0.785,0.737,0.45299999999999996,0.6609999999999999,0.133
26,14646,Rowan Wick,27,2.66,9.77,2.5,0.212,1.22,2.77,0.32299999999999995,95.6,0.026000000000000002,83.4,0.059000000000000004,91.8,0.299,76.9,,,,,,,1.44,4.17,2.83,-0.4,,,,0.293,0.7040000000000001,0.48,0.634,0.8290000000000001,0.764,0.456,0.579,0.113
236,13403,Felix Pena,29,4.46,9.51,3.1,0.226,1.21,4.19,0.337,92.2,,,,,0.373,83.0,0.136,84.8,,,,,-0.51,,,1.52,-1.12,,,0.303,0.642,0.445,0.518,0.853,0.721,0.419,0.556,0.124
114,13394,Dylan Floro,29,3.68,7.73,3.39,0.247,1.23,3.25,0.255,93.7,,,0.29600000000000004,88.0,,,0.096,86.5,,,,,0.76,,0.33,,2.76,,,0.342,0.695,0.496,0.623,0.852,0.763,0.436,0.605,0.11800000000000001
313,11189,Vince Velasquez,28,5.06,10.47,2.93,0.261,1.43,4.97,0.425,94.1,0.183,86.4,0.001,89.5,0.129,83.1,0.042,88.6,,,,,0.11,-1.85,-36.83,-0.9,-4.06,,,0.312,0.723,0.49,0.6509999999999999,0.8370000000000001,0.77,0.43200000000000005,0.588,0.113
187,5401,Brad Peacock,31,4.21,9.48,3.09,0.227,1.2,4.39,0.434,92.1,0.28800000000000003,81.2,,,0.068,78.6,0.062,83.4,,,,,0.19,0.91,,-0.46,-2.12,,,0.262,0.657,0.428,0.632,0.88,0.7909999999999999,0.419,0.633,0.08900000000000001
6,13942,Brent Suter,30,2.16,9.54,8.83,0.214,0.92,2.8,0.28,86.2,,,,,0.06,73.3,0.152,81.0,,,,,2.38,,,-3.33,-0.95,,,0.33299999999999996,0.7020000000000001,0.495,0.564,0.823,0.725,0.439,0.613,0.136
147,12863,Matt Barnes,30,3.92,14.53,2.71,0.208,1.39,3.69,0.314,96.4,,,,,0.48700000000000004,85.4,0.022000000000000002,88.3,,,,,-0.16,,,0.77,0.09,,,0.322,0.633,0.439,0.501,0.831,0.68,0.376,0.5920000000000001,0.141
339,17995,Logan Webb,23,5.36,7.95,2.18,0.281,1.52,4.15,0.226,92.8,0.18600000000000003,81.8,0.032,90.5,,,0.265,84.8,,,,,-1.48,0.94,-2.39,,0.34,,,0.263,0.65,0.42200000000000004,0.6409999999999999,0.877,0.79,0.41100000000000003,0.581,0.08800000000000001
2,3192,Will Harris,35,1.85,9.62,3.61,0.217,1.11,3.47,0.255,,,,0.632,91.0,0.368,81.2,,,,,,,,,1.29,1.05,,,,0.314,0.637,0.442,0.531,0.855,0.716,0.396,0.617,0.125
94,18413,Jose Urquidy,24,3.44,7.26,3.8,0.225,1.06,4.11,0.43200000000000005,93.2,0.156,81.8,,,0.107,78.1,0.23600000000000002,84.3,,,,,1.59,0.99,,-0.67,0.94,,,0.319,0.6709999999999999,0.48,0.655,0.84,0.773,0.457,0.643,0.109
110,11384,Tommy Kahnle,30,3.61,13.14,4.33,0.199,1.07,3.28,0.281,96.5,0.038,83.5,,,,,0.522,90.0,,,,,-0.7,-3.86,,,2.46,,,0.349,0.727,0.511,0.505,0.7340000000000001,0.645,0.43,0.618,0.182
140,9866,Chaz Roe,33,3.88,11.04,2.18,0.254,1.54,3.19,0.365,92.0,0.638,81.0,0.077,86.8,,,0.001,89.0,,,,,-2.03,1.64,-0.32,,-2.98,,,0.276,0.529,0.384,0.599,0.857,0.75,0.425,0.545,0.096
13,10756,Shane Greene,30,2.39,8.47,3.27,0.206,1.04,3.79,0.353,92.5,0.215,80.4,0.294,87.6,,,0.043,86.0,,,,,1.42,-0.38,2.19,,0.96,,,0.301,0.633,0.442,0.635,0.851,0.7659999999999999,0.425,0.6509999999999999,0.10300000000000001
163,3254,Jeff Samardzija,35,4.05,6.64,2.75,0.229,1.14,4.96,0.435,91.8,0.203,85.1,0.22899999999999998,89.1,0.022000000000000002,76.4,0.013000000000000001,82.8,0.084,82.3,,,0.22,1.22,1.19,-3.68,0.34,-1.75,,0.302,0.7120000000000001,0.478,0.7390000000000001,0.867,0.821,0.431,0.607,0.086
